auth_false,net_traffic,net_traffic_auth,net_users,auth_store,train,route,routes_route,ip_count,auth_count,service_availability,vpn_ip,id,depart,arrive,train_name,p_count,count,real_route,route_arrival,station_of_departure,station_of_arrival,equipment,cron,availability,route_current,code,type,films_count,films_available,get_carriage,cont_users,actual_carriage,scan_carriage,rdl_api_version,comment_c,service_status_auth,service_status_nginx,service_status_dhcpd,service_status_ipcad,service_status_squid,source_car,auth_version,daemon_version,content_music,content_books,content_audio_book,content_films,content_press,http_codes_200,http_codes_404,http_codes_404_percent,core_version,docker_status,dockers_errors,dockers_errors_status,temp,temp_second
,,,,,094-12917,602Ч,602Ч,,,,,636919,2021-12-28T13:39:00,2021-12-29T03:23:00,,,1,,,"ЧИТА II",ПРИАРГУНСК,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,770А,770А,,,,,637095,2021-12-28T13:40:00,2021-12-28T17:44:00,,,1,,,МОСКВА-П-ОКТ,СПБ-ГЛАВНЫЙ,,,,,,SAPSAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,es1p-007,813В,813В,32,229,0,,637226,2021-12-28T13:40:00,2021-12-28T17:10:00,es1p-007,0,5,,,СПБ-БАЛТИЙСКИЙ,ПСКОВ-ПАС,LASTA,1,2021-12-28T13:39:22,,,LASTA,40,,0,0,0,0,,1,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,,,,,083-16192,636Н,636Н,,,,,636952,2021-12-28T13:40:00,2021-12-28T19:30:00,,,1,,,"ТОМСК II","БЕЛЫЙ ЯР",,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,058-13696,102Й,102Й,,,,,637003,2021-12-28T13:43:00,2021-12-30T23:05:00,,,1,,,"ПЕНЗА I","НИЖНЕВАРТ I",,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,645869,76238,8,5,096-16012,006Э,006Э,32,6,0,192.168.216.198,636753,2021-12-28T13:43:00,2021-12-29T02:59:00,096-16012,159,38,006Э,"2021-12-29T02:59:00 159
","ХАБАРОВСК I",ВЛАДИВОСТОК,"Incarnet 525",1,2021-12-28T13:43:57,006Э,1,SPECIAL,0,,0,1,7,0,2.4.1,2,1,1,1,1,1,set,1.4.10,1.4.10,0,0,0,0,0,1203,0,0,5.15.7-1.el7.elrepo.x86_64,1,,,,
,,,,,083-17315,140С,140С,,,,,636861,2021-12-28T13:44:00,2022-01-01T10:33:00,,,1,,,АДЛЕР,БАРНАУЛ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,9833,0,6,,097-16176,035Ч,035Ч,36,0,0,192.168.216.75,637048,2021-12-28T13:45:00,2021-12-29T03:29:00,097-16176,745,31,035Ч,"2021-12-29T03:29:00 745
",БЛАГОВЕЩЕНСК,"ХАБАРОВСК I","Incarnet 506",1,2021-12-28T13:44:33,035Ч,1,SPECIAL,0,,0,1,9,0,2.4.1,1,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,472,11,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,052-15330,126С,126С,,,,,636897,2021-12-28T13:45:00,2021-12-29T19:40:00,,,1,,,НОВОРОССИЙСК,МОСКВА-П-КАЗ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,093-16001,058И,058И,,,,,637067,2021-12-28T13:46:00,2021-12-29T09:03:00,,,1,,,КРАСНОЯРСК,ИРКУТСК-ПАС,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,092-16003,087И,087И,,,,,636852,2021-12-28T13:46:00,2021-12-29T18:40:00,,,1,,,ИРКУТСК-ПАС,УСТЬ-ИЛИМСК,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,127080,0,5,1,096-16020,005Э,005Э,17,2,0,192.168.217.46,636754,2021-12-28T13:47:00,2021-12-29T02:26:00,096-16020,365,34,005Э,"2021-12-29T02:26:00 365
",ВЛАДИВОСТОК,"ХАБАРОВСК I","Incarnet 591",1,2021-12-28T13:44:54,005Э,1,SPECIAL,0,,0,0,13,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,384,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,001-16087,049Ч,049Ч,,,,,636814,2021-12-28T13:49:00,2021-12-30T10:05:00,,,1,,,КИСЛОВОДСК,СПБ-ГЛАВНЫЙ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,003-16489,160А,160А,,,,,637223,2021-12-28T13:50:00,2021-12-29T10:16:00,,,1,,,ПЕТРОЗАВОДСК,МОСКВА-П-ОКТ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,094-16330,070Ч,070Ч,45,1,0,192.168.221.25,636916,2021-12-28T13:50:00,2022-01-02T00:11:00,094-16330,383,18,030Ч,"2021-08-21T08:53:00 383
",МОСКВА-П-ЯР,"ЧИТА II","Incarnet 000",1,2021-12-28T13:43:53,,1,BRANDED,0,,0,1,8,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,2752,0,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
7,683045,0,13,2,062-17483,001И,001И,69,6,0,,636740,2021-12-28T13:50:00,2021-12-29T07:45:00,062-17483,248,17,001Ж,"2021-12-28T09:30:00 248
",МОСКВА-П-ПАВ,"ВОЛГОГРАД I",2729,1,2021-12-28T13:43:43,001И,1,SPECIAL,0,,0,0,17,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,320,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,3916,0,3,1,005-17474,738В,738В,90,6,0,192.168.218.192,637281,2021-12-28T13:50:00,2021-12-28T19:32:00,005-17474,207,19,738В,"2021-12-28T19:32:00 207
",МОСКВА-П-ОКТ,СПБ-ГЛАВНЫЙ,"Incarnet 000",1,2021-12-28T13:44:33,738В,1,SPECIAL,0,,0,2,13,0,2.4.1,1,1,1,1,1,1,set,1.4.10,1.4.10,0,0,0,0,0,785,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,341810,27146,11,4,028-16213,103Я,103Я,47,6,0,192.168.219.123,637077,2021-12-28T13:51:00,2021-12-28T17:11:00,028-16213,309,19,103Я,"2021-12-28T17:11:00 309
",ЯРОСЛАВЛЬ-ГЛ,МОСКВА-П-ЯР,"Incarnet 000",1,2021-12-28T13:44:05,103Я,1,SPECIAL,0,,0,3,12,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,1087,42,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,33105,22289,2,5,001-16327,737В,737В,47,16,0,192.168.217.169,637280,2021-12-28T13:52:00,2021-12-28T19:39:00,001-16327,321,14,738В,"2021-12-27T19:32:00 321
",СПБ-ГЛАВНЫЙ,МОСКВА-П-ОКТ,"Incarnet 000",1,2021-12-28T13:43:56,737В,1,SPECIAL,0,,0,5,13,0,2.4.1,1,1,1,1,1,1,set,1.4.10,1.4.10,0,0,0,0,0,1990,15,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,084-16802,109Н,109Н,,,,,636967,2021-12-28T13:56:00,2021-12-29T09:12:00,,,1,,,ОМСК-ПАС,РУБЦОВСК,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,610Й,610Й,,,,,636925,2021-12-28T13:56:00,2021-12-29T03:52:00,,,1,,,УЛЬЯНОВСК-ЦЕНТР,УФА,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1448,0,2,,019-77768,705М,705М,74,0,0,192.168.216.41,637131,2021-12-28T13:58:00,2021-12-28T17:43:00,019-77768,425,11,705М,"2021-12-28T17:43:00 425
",ЧЕРКИЗОВО,Н.НОВГОРОД-МОСК,"Incarnet 2061",1,2021-12-28T13:43:59,705М,1,SPECIAL,0,,0,0,16,0,2.4.1,1,1,1,1,1,1,set,1.4.10,1.4.10,0,0,0,0,0,430,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,089-16413,067Ы,067Ы,,,,,636829,2021-12-28T14:00:00,2021-12-31T16:57:00,,,1,,,АБАКАН,МОСКВА-П-ЯР,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,080-17436,122Е,122Е,,,,,636888,2021-12-28T14:00:00,2021-12-29T11:00:00,,,1,,,ЕКАТЕРИН-ПАС,ОРЕНБУРГ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,7536,0,2,,002-17042,030Ч,030Ч,14,0,0,192.168.218.254,636793,2021-12-28T14:03:00,2021-12-29T08:54:00,002-17042,259,14,030Ч,"2021-12-29T08:54:00 259
",КАЛИНИНГ-ПАС,МОСКВА-П-СМОЛ,"Incarnet 447",1,2021-12-28T13:44:44,030Ч,1,SPECIAL,0,,0,1,7,0,2.4.1,3,1,1,1,1,1,set,1.4.10,1.4.10,0,0,0,0,0,58,28,0,5.15.7-1.el7.elrepo.x86_64,1,,,,
,35216,0,2,,097-16168,667Э,667Э,22,83,0,192.168.216.62,636831,2021-12-28T14:05:00,2021-12-28T22:55:00,097-16168,413,8,667Ж,"2021-12-27T23:03:00 413
","ХАБАРОВСК I",КОМСОМЛ-НА-АМУРЕ,"Incarnet 617",1,2021-12-28T13:44:28,667Э,1,SPECIAL,0,,0,28,14,0,2.4.1,1,1,1,1,1,1,set,1.4.10,1.4.10,0,0,0,0,0,80,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,061-16313,047Й,047Й,,,,,636965,2021-12-28T14:05:00,2021-12-29T10:24:00,,,1,,,МОСКВА-П-ПАВ,БАЛАКОВО,"Incarnet 000",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,1849,0,1,,097-16150,667Ж,667Ж,6,0,0,192.168.218.159,636830,2021-12-28T14:07:00,2021-12-28T23:03:00,097-16150,463,7,667Ж,"2021-12-28T23:03:00 463
",КОМСОМЛ-НА-АМУРЕ,"ХАБАРОВСК I","Incarnet 525",1,2021-12-28T13:44:22,667Ж,1,SPECIAL,0,,0,0,15,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,82,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,es2gp-002,736Я,736Я,21,2,0,,637261,2021-12-28T14:11:00,2021-12-28T17:51:00,es2gp-002,0,3,,,МОСКВА-П-КУР,ИВАНОВО,LASTA,1,2021-12-28T13:43:33,,,LASTA,40,,0,0,0,0,,1,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,,,,,000-00000,052Б,052Б,,,,,636816,2021-12-28T14:12:00,2021-12-29T07:55:00,,,1,,,БРЕСТ-ЦЕНТР,СПБ-ВИТЕБСКИЙ,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,683Ч,683Ч,,,,,637084,2021-12-28T14:14:00,2021-12-28T16:35:00,,,1,,,ЗАБАЙКАЛЬСК,БОРЗЯ,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,051-16132,011Э,011Э,,,,,636763,2021-12-28T14:15:00,2021-12-29T13:30:00,,,1,,,АНАПА,МОСКВА-П-КАЗ,"Incarnet 474",,,,,SPECIAL,,,,,,,,1,,,,,,set,,,,,,,,,,,,,,,,
,,,,,061-16990,137Ж,137Ж,,,,,637069,2021-12-28T14:17:00,2021-12-29T06:52:00,,,1,,,"САРАТОВ I-ПАС",МОСКВА-П-ПАВ,"Incarnet 500",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,es2gp-008,719М,719М,,,0,,637176,2021-12-28T14:18:00,2021-12-28T21:48:00,,,1,,,МОСКВА-П-КУР,БЕЛГОРОД,LASTA,1,2021-12-28T13:44:22,,,LASTA,40,,0,0,0,0,,2,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,,,,,017-16463,070М,070М,,,0,192.168.216.148,637191,2021-12-28T14:20:00,2021-12-28T20:42:00,,,1,,,МОСКВА-П-КАЗ,ЛИПЕЦК,"Incarnet 639",1,2021-12-28T13:44:27,,,SPECIAL,0,,0,4,11,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,213,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,000-00000,306С,306С,,,,,636843,2021-12-28T14:23:00,2021-12-30T04:30:00,,,1,,,СУХУМИ,МОСКВА-П-КАЗ,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,061-16727,379В,379В,,,,,636881,2021-12-28T14:24:00,2021-12-29T10:38:00,,,1,,,КАМЫШИН,МОСКВА-П-ПАВ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,071Ы,071Ы,,,,,636956,2021-12-28T14:29:00,2021-12-30T01:01:00,,,1,,,СЕВЕРОБАЙКАЛ,ИРКУТСК-ПАС,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,030С,030С,,,,,636803,2021-12-28T14:30:00,2021-12-29T12:30:00,,,1,,,МОСКВА-П-КАЗ,НОВОРОССИЙСК,,,,,,SPECIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,212В,212В,,,,,637317,2021-12-28T14:30:00,2021-12-29T04:20:00,,,1,,,БЕЛГОРОД,МОСКВА-П-ПАВ,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,604Е,604Е,,,,,637057,2021-12-28T14:35:00,2021-12-29T06:12:00,,,1,,,СОЛИКАМСК,ЕКАТЕРИН-ПАС,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,124Ы,124Ы,,,,,636996,2021-12-28T14:40:00,2021-12-29T02:15:00,,,1,,,КРАСНОЯРСК,АБАКАН,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,102М,102М,,,,,636969,2021-12-28T14:40:00,2021-12-29T13:51:00,,,1,,,МОСКВА-П-КАЗ,АДЛЕР,,,,,,SPECIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,es1-052,810С,810С,,,0,,637006,2021-12-28T14:42:00,2021-12-28T21:45:00,,,1,,,РОСТОВ-ГЛ,КИСЛОВОДСК,LASTA,1,2021-12-28T13:05:04,,,LASTA,40,,0,0,0,0,,1,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,,,,,000-00000,049Й,049Й,,,,,637146,2021-12-28T14:44:00,2021-12-29T05:40:00,,,1,,,САМАРА,МОСКВА-П-КАЗ,,,,,,SPECIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,337Е,337Е,,,,,636894,2021-12-28T14:45:00,2021-12-29T09:06:00,,,1,,,ЕКАТЕРИН-ПАС,ПРИОБЬЕ,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,104Я,104Я,,,,,637076,2021-12-28T14:45:00,2021-12-28T18:24:00,,,1,,,МОСКВА-П-ЯР,ЯРОСЛАВЛЬ-ГЛ,,,,,,SPECIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,124У,124У,,,,,636997,2021-12-28T14:45:00,2021-12-29T02:20:00,,,1,,,АБАКАН,КРАСНОЯРСК,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,312Й,312Й,,,,,637032,2021-12-28T14:50:00,2021-12-28T22:40:00,,,1,,,РОСТОВ-ГЛ,НОВОРОССИЙСК,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,627Н,627Н,,,,,636968,2021-12-28T14:52:00,2021-12-29T08:22:00,,,1,,,НОВОСИБ-ГЛАВ,КУЛУНДА,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,010Я,010Я,,,,,637000,2021-12-28T14:54:00,2021-12-29T13:26:00,,,1,,,"ДАЧА ДОЛГОР (ЛАДВОКЗАЛ)",АРХАНГ-ГОР,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,606Ы,606Ы,,,,,636923,2021-12-28T14:58:00,2021-12-29T04:59:00,,,1,,,КРАСНОЯРСК,КАРАБУЛА,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,422И,422И,,,,,637253,2021-12-28T15:00:00,2021-12-29T00:30:00,,,1,,,ИРКУТСК-ПАС,УЛАН-УДЭ,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,069Ч,069Ч,,,,,636917,2021-12-28T15:00:00,2022-01-02T04:56:00,,,1,,,"ЧИТА II",МОСКВА-П-ЯР,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,771А,771А,,,,,637096,2021-12-28T15:00:00,2021-12-28T18:55:00,,,1,,,СПБ-ГЛАВНЫЙ,МОСКВА-П-ОКТ,,,,,,SAPSAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,278Э,278Э,,,,,637212,2021-12-28T15:02:00,2021-12-28T16:57:00,,,1,,,БЕЛОГОРСК,БЛАГОВЕЩЕНСК,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,073Е,073Е,,,,,636993,2021-12-28T15:06:00,2021-12-30T10:00:00,,,1,,,ТЮМЕНЬ,"ДАЧА ДОЛГОР (ЛАДВОКЗАЛ)",,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,132У,132У,,,,,636884,2021-12-28T15:08:00,2021-12-30T03:15:00,,,1,,,МОСКВА-П-КАЗ,ОРСК,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,140М,140М,,,,,636887,2021-12-28T15:08:00,2021-12-29T05:32:00,,,1,,,БРЯНСК-ОРЛОВ,СПБ-ГЛАВНЫЙ,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,es1p-009,716Я,716Я,,,0,,637240,2021-12-28T15:10:00,2021-12-28T19:17:00,,,1,,,МОСКВА-П-ЯР,"КОСТРОМА НОВ",LASTA,1,2021-12-26T07:40:25,,,LASTA,40,,0,0,0,0,,1,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,,,,,000-00000,773А,773А,,,,,637098,2021-12-28T15:10:00,2021-12-28T19:05:00,,,1,,,СПБ-ГЛАВНЫЙ,МОСКВА-П-ОКТ,,,,,,SAPSAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,085С,085С,,,,,637042,2021-12-28T15:11:00,2021-12-30T07:00:00,,,1,,,МАХАЧКАЛА,МОСКВА-П-ПАВ,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,122У,122У,,,,,636889,2021-12-28T15:15:00,2021-12-29T12:56:00,,,1,,,ОРЕНБУРГ,ЕКАТЕРИН-ПАС,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,019С,019С,,,,,636964,2021-12-28T15:15:00,2021-12-29T07:30:00,,,1,,,РОСТОВ-ГЛ,МОСКВА-П-КАЗ,,,,,,SPECIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,119Е,119Е,,,,,637277,2021-12-28T15:16:00,2021-12-30T08:58:00,,,1,,,"НОВ УРЕНГОЙ","ПЕРМЬ II",,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,120М,120М,,,,,637162,2021-12-28T15:16:00,2021-12-28T23:59:00,,,1,,,МОСКВА-П-КАЗ,САРАНСК,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,es2gp-007,725Ч,725Ч,,,0,,637215,2021-12-28T15:16:00,2021-12-28T21:58:00,,,1,,,СПБ-ГЛАВНЫЙ,МОСКВА-П-ОКТ,LASTA,1,2021-12-28T13:43:12,,,LASTA,40,,0,0,0,0,,1,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,,,,,es1p-025,726Ч,726Ч,,,0,,637216,2021-12-28T15:21:00,2021-12-28T22:20:00,,,1,,,МОСКВА-П-ОКТ,СПБ-ГЛАВНЫЙ,LASTA,1,2021-12-28T12:08:46,,,LASTA,40,,0,0,0,0,,1,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,,,,,000-00000,137Й,137Й,,,,,637068,2021-12-28T15:22:00,2021-12-29T06:55:00,,,1,,,МОСКВА-П-ПАВ,"САРАТОВ I-ПАС",,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,088С,088С,,,,,637010,2021-12-28T15:23:00,2021-12-30T07:16:00,,,1,,,АДЛЕР,Н.НОВГОРОД-МОСК,,,,,,SPECIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,305Я,305Я,,,,,636934,2021-12-28T15:23:00,2021-12-29T09:53:00,,,1,,,УСИНСК,СЫКТЫВКАР,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,298Й,298Й,,,,,636912,2021-12-28T15:26:00,2021-12-29T09:37:00,,,1,,,МОСКВА-П-КАЗ,ДИМИТРОВГРАД,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,772А,772А,,,,,637097,2021-12-28T15:30:00,2021-12-28T19:15:00,,,1,,,МОСКВА-П-ОКТ,СПБ-ГЛАВНЫЙ,,,,,,SAPSAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,785М,785М,,,,,637066,2021-12-28T15:30:00,2021-12-28T18:00:00,,,1,,,СПБ-ФИНЛ,Хельсинки,,,,,,ALLEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,074Е,074Е,,,,,636992,2021-12-28T15:30:00,2021-12-30T06:31:00,,,1,,,"ДАЧА ДОЛГОР (ЛАДВОКЗАЛ)",ТЮМЕНЬ,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,133А,133А,,,,,636858,2021-12-28T15:31:00,2021-12-29T13:58:00,,,1,,,СПБ-ГЛАВНЫЙ,КАЗАНЬ,,,,,,SPECIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,015Т,015Т,,,,,636773,2021-12-28T15:32:00,2021-12-29T19:20:00,,,1,,,"АЛМАТЫ II",ПЕТРОПАВЛОВСК,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,149У,149У,,,,,637161,2021-12-28T15:32:00,2021-12-30T08:40:00,,,1,,,ЧЕЛЯБИНСК-ГЛ,"ДАЧА ДОЛГОР (ЛАДВОКЗАЛ)",,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,542М,542М,,,,,637167,2021-12-28T15:34:00,2021-12-30T08:17:00,,,1,,,МОСКВА-П-КАЗ,АДЛЕР,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,100Е,100Е,,,,,637267,2021-12-28T15:36:00,2021-12-29T07:10:00,,,1,,,ЕКАТЕРИН-ПАС,СУРГУТ,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,289Г,289Г,,,,,637272,2021-12-28T15:36:00,2021-12-29T05:10:00,,,1,,,КАЗАНЬ,МОСКВА-П-КАЗ,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,811Е,811Е,,,,,637247,2021-12-28T15:36:00,2021-12-28T20:16:00,,,1,,,ТЮМЕНЬ,ЕКАТЕРИН-ПАС,,,,,,LASTA,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,705Н,705Н,,,,,637132,2021-12-28T15:38:00,2021-12-28T19:30:00,,,1,,,Н.НОВГОРОД-МОСК,ЧЕРКИЗОВО,,,,,,SPECIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,774А,774А,,,,,637099,2021-12-28T15:40:00,2021-12-28T19:25:00,,,1,,,МОСКВА-П-ОКТ,СПБ-ГЛАВНЫЙ,,,,,,SAPSAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,707М,707М,,,,,637133,2021-12-28T15:40:00,2021-12-28T19:32:00,,,1,,,ЧЕРКИЗОВО,Н.НОВГОРОД-МОСК,,,,,,SPECIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,041С,041С,,,,,637144,2021-12-28T15:40:00,2021-12-28T21:49:00,,,1,,,"АСТРАХАНЬ I","ВОЛГОГРАД I",,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,es2gp-013/es2gp-010,743В,743В,,,,,637102,2021-12-28T15:48:00,2021-12-28T23:00:00,,,1,,,МОСКВА-П-КУР,БЕЛГОРОД,LASTA,,,,,LASTA,,,,,,,,1,,,,,,set,,,,,,,,,,,,,,,,
,,,,,000-00000,105Т,105Т,,,,,637071,2021-12-28T15:50:00,2021-12-29T09:46:00,,,1,,,"АЛМАТЫ II",ПЕТРОПАВЛОВСК,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,803Е,803Е,,,,,637230,2021-12-28T15:51:00,2021-12-28T20:48:00,,,1,,,ЕКАТЕРИН-ПАС,"ПЕРМЬ II",,,,,,LASTA,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,001Ж,001Ж,,,,,636741,2021-12-28T15:51:00,2021-12-29T09:30:00,,,1,,,"ВОЛГОГРАД I",МОСКВА-П-ПАВ,,,,,,SPECIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,es1-025,818С,818С,,,0,,637180,2021-12-28T15:53:00,2021-12-28T22:12:00,,,1,,,"КРАСНОДАР I",КИСЛОВОДСК,LASTA,1,2021-12-28T11:33:49,,,LASTA,40,,0,0,0,0,,1,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,,,,,000-00000,680С,680С,,,,,636910,2021-12-28T15:53:00,2021-12-29T10:53:00,,,1,,,АДЛЕР,ВЛАДИКАВКАЗ,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,786З,786З,,,,,637087,2021-12-28T15:57:00,2021-12-28T19:27:00,,,1,,,Хельсинки,СПБ-ФИНЛ,,,,,,ALLEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
