auth_false,net_traffic,net_traffic_auth,net_users,auth_store,train,route,routes_route,ip_count,auth_count,service_availability,vpn_ip,id,depart,arrive,train_name,p_count,count,real_route,route_arrival,station_of_departure,station_of_arrival,equipment,cron,availability,route_current,code,type,films_count,films_available,get_carriage,cont_users,actual_carriage,scan_carriage,rdl_api_version,comment_c,service_status_auth,service_status_nginx,service_status_dhcpd,service_status_ipcad,service_status_squid,source_car,auth_version,daemon_version,content_music,content_books,content_audio_book,content_films,content_press,http_codes_200,http_codes_404,http_codes_404_percent,core_version,docker_status,dockers_errors,dockers_errors_status,temp,temp_second
,,,,,000-00000,137Й,137Й,,,,,636492,2021-12-27T15:22:00,2021-12-28T06:55:00,,,1,,,МОСКВА-П-ПАВ,"САРАТОВ I-ПАС",,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,028-17195,305Я,305Я,,,,,636369,2021-12-27T15:23:00,2021-12-28T09:53:00,,,1,,,УСИНСК,СЫКТЫВКАР,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,063-16830,298Й,298Й,,,,,636350,2021-12-27T15:26:00,2021-12-28T09:37:00,,,1,,,МОСКВА-П-КАЗ,ДИМИТРОВГРАД,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,019-17202,139М,139М,,,,,636329,2021-12-27T15:26:00,2021-12-28T07:30:00,,,1,,,СПБ-ГЛАВНЫЙ,БРЯНСК-ОРЛОВ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,772А,772А,,,,,636522,2021-12-27T15:30:00,2021-12-27T19:15:00,,,1,,,МОСКВА-П-ОКТ,СПБ-ГЛАВНЫЙ,,,,,,SAPSAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,785М,785М,,,,,636488,2021-12-27T15:30:00,2021-12-27T18:00:00,,,1,,,СПБ-ФИНЛ,Хельсинки,,,,,,ALLEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,10425727702,5398669070,158,88,084-16380,014Н,014Н,83,92,0,192.168.219.216,636275,2021-12-27T15:30:00,2021-12-30T06:53:00,084-16380,1904,650,014Н,"2021-12-28T06:53:00 780
2021-12-30T06:53:00 1124
","ДАЧА ДОЛГОР (ЛАДВОКЗАЛ)",НОВОКУЗНЕЦК,"Incarnet 686",1,2021-12-28T13:44:32,014Н,1,SPECIAL,0,,0,26,11,0,2.4.1,2,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,1776,64,0,5.15.11-1.el7.elrepo.x86_64,,,,,
1,3056937118,17296102,58,36,024-16261,133А,133А,38,36,0,192.168.219.139,636302,2021-12-27T15:31:00,2021-12-28T13:58:00,024-16261,657,593,133А,"2021-12-28T13:58:00 657
",СПБ-ГЛАВНЫЙ,КАЗАНЬ,"Incarnet 579",1,2021-12-28T05:46:47,133А,1,SPECIAL,0,,0,7,16,0,2.4.1,2,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,218,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,052-16395,382Я,382Я,,,,,636443,2021-12-27T15:34:00,2021-12-29T08:37:00,,,1,,,МОСКВА-П-КАЗ,ГРОЗНЫЙ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,077-16228,100Е,100Е,,,,,636691,2021-12-27T15:36:00,2021-12-28T07:10:00,,,1,,,ЕКАТЕРИН-ПАС,СУРГУТ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,811Е,811Е,,,,,636669,2021-12-27T15:36:00,2021-12-27T20:16:00,,,1,,,ТЮМЕНЬ,ЕКАТЕРИН-ПАС,,,,,,LASTA,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
11,2562321931,2536358178,104,61,019-77768,705Н,705Н,316,66,0,192.168.216.41,636556,2021-12-27T15:38:00,2021-12-27T19:30:00,019-77768,292,102,705Н,"2021-12-27T19:30:00 292
",Н.НОВГОРОД-МОСК,ЧЕРКИЗОВО,"Incarnet 2061",1,2021-12-28T13:43:59,705Н,1,SPECIAL,0,,0,0,16,0,2.4.1,1,1,1,1,1,1,set,1.4.10,1.4.10,0,0,0,0,0,430,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,000-00000,774А,774А,,,,,636524,2021-12-27T15:40:00,2021-12-27T19:25:00,,,1,,,МОСКВА-П-ОКТ,СПБ-ГЛАВНЫЙ,,,,,,SAPSAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,041С,041С,,,,,636568,2021-12-27T15:40:00,2021-12-27T21:49:00,,,1,,,"АСТРАХАНЬ I","ВОЛГОГРАД I",,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,4873107380,4848139911,92,59,019-77826,707М,707М,117,61,0,192.168.217.151,636557,2021-12-27T15:40:00,2021-12-27T19:32:00,019-77826,290,127,707М,"2021-12-27T19:32:00 290
",ЧЕРКИЗОВО,Н.НОВГОРОД-МОСК,"Incarnet 2067",1,2021-12-28T13:42:15,707М,1,SPECIAL,0,,0,12,16,0,2.4.1,1,1,1,1,1,1,set,1.4.10,1.4.10,0,0,0,0,0,1287,24,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,56499639,46854960,111,96,es1p-022/es1p-023,743В,743В,,,,,636527,2021-12-27T15:48:00,2021-12-27T23:00:00,,,1,,,МОСКВА-П-КУР,БЕЛГОРОД,LASTA,,,,,LASTA,,,,,,,,2,,,,,,set,,,,,,,,,,,,,,,,
,,,,,000-00000,105Т,105Т,,,,,636495,2021-12-27T15:50:00,2021-12-28T09:46:00,,,1,,,"АЛМАТЫ II",ПЕТРОПАВЛОВСК,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,019-16360,326С,326С,,,,,636411,2021-12-27T15:50:00,2021-12-30T04:37:00,,,1,,,НОВОРОССИЙСК,"ПЕРМЬ II",,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
7,7532272866,4366668215,112,68,062-17483,001Ж,001Ж,82,70,0,,636185,2021-12-27T15:51:00,2021-12-28T09:30:00,062-17483,248,598,001Ж,"2021-12-28T09:30:00 248
","ВОЛГОГРАД I",МОСКВА-П-ПАВ,2729,1,2021-12-28T13:43:43,001Ж,1,SPECIAL,0,,0,0,17,0,2.4.1,2,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,320,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,000-00000,803Е,803Е,,,,,636653,2021-12-27T15:51:00,2021-12-27T20:48:00,,,1,,,ЕКАТЕРИН-ПАС,"ПЕРМЬ II",,,,,,LASTA,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
,14103,0,1,1,es1-018,818С,818С,,,,,636603,2021-12-27T15:53:00,2021-12-27T22:12:00,,,1,,,"КРАСНОДАР I",КИСЛОВОДСК,LASTA,,,,,LASTA,,,,,,,,3,,,,,,set,,,,,,,,,,,,,,,,
,,,,,000-00000,786З,786З,,,,,636511,2021-12-27T15:57:00,2021-12-27T19:27:00,,,1,,,Хельсинки,СПБ-ФИНЛ,,,,,,ALLEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,es1p-361/es1p-362,718Б,718Б,,,,,636665,2021-12-27T16:00:00,2021-12-27T22:55:00,,,1,,,МИНСК-ПАС,МОСКВА-П-СМОЛ,LASTA,,,,,LASTA,,,,,,,,3,,,,,,set,,,,,,,,,,,,,,,,
,18650941,4756237,122,104,es1p-331/es1p-332,721М,721М,,,,,636666,2021-12-27T16:00:00,2021-12-27T22:55:00,,,1,,,МОСКВА-П-СМОЛ,МИНСК-ПАС,LASTA,,,,,LASTA,,,,,,,,2,,,,,,set,,,,,,,,,,,,,,,,
,42766558,26479383,81,43,es1p-026,716М,716М,64,116,0,,636581,2021-12-27T16:02:00,2021-12-27T20:33:00,es1p-026,0,245,,,СМОЛЕНСК,МОСКВА-П-СМОЛ,LASTA,1,2021-12-28T13:44:20,,,LASTA,40,,0,0,0,0,,3,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,1217787749,1114701703,60,28,es1-009/es1-032,812С,812С,,,,,636422,2021-12-27T16:03:00,2021-12-27T23:44:00,,,1,,,"ИМЕРЕТ КУРОРТ",КАВКАЗСКАЯ,LASTA,,,,,LASTA,,,,,,,,2,,,,,,set,,,,,,,,,,,,,,,,
,,,,,077-16319,609Е,609Е,,,,,636374,2021-12-27T16:06:00,2021-12-28T04:12:00,,,1,,,УСТЬЕ-АХА,ЕКАТЕРИН-ПАС,"Incarnet 556",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,061-15729,147Ж,147Ж,,,,,636349,2021-12-27T16:10:00,2021-12-30T09:45:00,,,1,,,"АСТРАХАНЬ I","НИЖНЕВАРТ I",,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,061-16024,041Ж,041Ж,,,,,636567,2021-12-27T16:14:00,2021-12-27T22:10:00,,,1,,,"ВОЛГОГРАД I","АСТРАХАНЬ I","Incarnet 659",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,084-16273,602Н,602Н,,,,,636355,2021-12-27T16:15:00,2021-12-28T07:45:00,,,1,,,БИЙСК,"ТОМСК II","Incarnet 613",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,083-16051,095Н,095Н,,,,,636301,2021-12-27T16:16:00,2021-12-30T05:20:00,,,1,,,БАРНАУЛ,МОСКВА-П-КАЗ,"Incarnet ",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,058-13639,045М,045М,,,,,636655,2021-12-27T16:18:00,2021-12-27T23:26:00,,,1,,,МОСКВА-П-ПАВ,"ТАМБОВ I",,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
6,3877739589,3868974738,74,34,098-16158,001Э,001Э,38,34,0,192.168.219.28,636189,2021-12-27T16:18:00,2022-01-03T11:13:00,098-16158,14881,664,001Э,"2021-12-31T11:13:00 2428
2022-01-01T11:13:00 2407
2022-01-02T11:13:00 2645
2022-01-03T11:13:00 2181
2021-12-28T11:13:00 1500
2021-12-29T11:13:00 1789
2021-12-30T11:13:00 1931
",ВЛАДИВОСТОК,МОСКВА-П-ЯР,2010,1,2021-12-28T13:15:52,001Э,1,SPECIAL,0,,0,14,19,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,1238,189,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
16,16738616658,2286717909,194,114,063-16111,058Г,058Г,135,121,0,192.168.216.103,636268,2021-12-27T16:20:00,2021-12-28T06:52:00,063-16111,569,681,058Г,"2021-12-28T06:52:00 569
",МОСКВА-П-КАЗ,ЙОШКАР-ОЛА,"Incarnet 495",1,2021-12-28T13:44:43,058Г,1,SPECIAL,0,,0,0,14,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,82,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
8,560737832,534066658,100,50,017-36511,739Ж,739Ж,110,54,0,192.168.219.203,636595,2021-12-27T16:21:00,2021-12-27T22:46:00,017-36511,611,150,739Ж,"2021-12-27T22:46:00 611
","ВОРОНЕЖ I",МОСКВА-П-КАЗ,"Incarnet 407",1,2021-12-28T13:44:23,739Ж,1,SPECIAL,0,,0,17,13,0,2.4.1,3,1,1,1,1,1,set,1.4.10,1.4.10,0,0,0,0,0,2037,56,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,000-00000,099С,099С,,,,,636690,2021-12-27T16:21:00,2021-12-29T07:16:00,,,1,,,КИСЛОВОДСК,Н.НОВГОРОД-МОСК,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,052-15843,382С,382С,,,,,636444,2021-12-27T16:25:00,2021-12-29T10:00:00,,,1,,,ГРОЗНЫЙ,МОСКВА-П-КАЗ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,051-16215,679С,679С,,,,,636348,2021-12-27T16:25:00,2021-12-28T08:38:00,,,1,,,ВЛАДИКАВКАЗ,АДЛЕР,"Incarnet 589",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,014-16494,302С,302С,,,,,636245,2021-12-27T16:25:00,2021-12-29T18:59:00,,,1,,,АДЛЕР,МИНСК-ПАС,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,482С,482С,,,,,636344,2021-12-27T16:30:00,2021-12-29T05:35:00,,,1,,,НОВОРОССИЙСК,МОСКВА-П-ПАВ,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1332776836,1330586204,22,9,024-16121,051Э,051Э,17,9,0,192.168.218.1,636719,2021-12-27T16:30:00,2021-12-28T06:52:00,024-16121,211,629,051Э,"2021-12-28T06:52:00 211
",ИЖЕВСК,Н.НОВГОРОД-МОСК,"Incarnet 711",1,2021-12-28T13:44:02,051Э,1,SPECIAL,0,,0,0,9,0,2.4.1,1,1,1,1,1,1,set,1.4.10,1.4.10,0,0,0,0,0,102,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,052-17005,113А,113А,,,,,636313,2021-12-27T16:32:00,2021-12-29T20:59:00,,,1,,,СПБ-ГЛАВНЫЙ,АДЛЕР,"Incarnet 628",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,051-16298,030У,030У,,,,,636209,2021-12-27T16:32:00,2021-12-28T10:13:00,,,1,,,БЕЛГОРОД,СПБ-ГЛАВНЫЙ,"Incarnet 648",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,16746858,8892057,47,4,022-16430,041М,041М,20,2,0,192.168.219.124,636404,2021-12-27T16:35:00,2021-12-29T09:27:00,022-16430,374,160,041М,"2021-12-29T09:27:00 374
",ВОРКУТА,МОСКВА-П-ЯР,"Incarnet 000",1,2021-12-28T13:28:44,041М,1,SPECIAL,0,,0,5,9,0,2.4.1,6,1,1,1,1,1,vniias40,1.4.9,1.4.10,0,0,0,0,0,163,1,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,028-13012,371Ч,371Ч,,,,,636316,2021-12-27T16:35:00,2021-12-28T10:46:00,,,1,,,АРХАНГ-ГОР,КОТЛАС-ЮЖ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,25317656,10249992,133,93,es1p-031/es1p-029,721Ч,721Ч,,,,,636576,2021-12-27T16:35:00,2021-12-27T22:28:00,,,1,,,МОСКВА-П-КУР,КУРСК,LASTA,,,,,LASTA,,,,,,,,2,,,,,,set,,,,,,,,,,,,,,,,
,9741867,9146307,64,19,es1-030/es1-034,732Г,732Г,,,,,636561,2021-12-27T16:37:00,2021-12-27T20:43:00,,,1,,,МОСКВА-П-КУР,Н.НОВГОРОД-МОСК,LASTA,,,,,LASTA,,,,,,,,2,,,,,,set,,,,,,,,,,,,,,,,
,,,,,063-17135,093Й,093Й,,,,,636318,2021-12-27T16:38:00,2021-12-28T04:40:00,,,1,,,"ПЕНЗА I",МОСКВА-П-КАЗ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
3,150865136,127023829,26,14,076-16121,086У,086У,90,22,0,192.168.218.122,636272,2021-12-27T16:38:00,2021-12-29T20:35:00,076-16121,1002,212,086У,"2021-12-29T20:35:00 1002
",МОСКВА-П-КАЗ,"НИЖНЕВАРТ I","Incarnet 537",1,2021-12-28T12:59:11,086У,1,SPECIAL,0,,0,7,15,0,2.4.1,7,1,1,1,1,1,set,1.4.10,1.4.10,0,0,0,0,0,1468,36,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
23,3036223824,2870423945,138,63,017-16844,025Г,025Г,94,71,0,192.168.216.20,636229,2021-12-27T16:40:00,2021-12-28T09:23:00,017-16844,396,464,025Г,"2021-12-28T09:23:00 396
",ИЖЕВСК,МОСКВА-П-КАЗ,"Incarnet 404",1,2021-12-28T13:43:47,025Г,1,SPECIAL,0,,0,0,14,0,2.4.1,3,1,1,1,1,1,set,1.4.10,1.4.10,0,0,0,0,0,77,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,063-16186,676Й,676Й,,,,,636375,2021-12-27T16:48:00,2021-12-28T04:53:00,,,1,,,СИБАЙ,УФА,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
2,442157054,440407548,17,5,058-16939,058В,058В,14,8,0,192.168.217.81,636437,2021-12-27T16:50:00,2021-12-28T00:01:00,058-16939,1,304,057В,"2021-12-26T13:33:00 1
",БЕЛГОРОД,ЕЛЕЦ,"Incarnet 000",1,2021-12-28T10:40:34,057В,1,BRANDED,0,,0,0,2,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,73,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,093-16506,092И,092И,,,,,636297,2021-12-27T16:50:00,2021-12-31T09:02:00,,,1,,,МОСКВА-П-ЯР,СЕВЕРОБАЙКАЛ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,850Е,850Е,,,,,636459,2021-12-27T16:51:00,2021-12-27T21:37:00,,,1,,,ЕКАТЕРИН-ПАС,КУРГАН,,,,,,LASTA,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
15,2994143591,2879785709,254,114,017-36503,738Ж,738Ж,205,148,0,192.168.218.154,636485,2021-12-27T16:52:00,2021-12-27T23:12:00,017-36503,909,158,738Ж,"2021-12-27T23:12:00 909
",МОСКВА-П-КАЗ,"ВОРОНЕЖ I","Incarnet 521",1,2021-12-28T13:44:28,738Ж,1,SPECIAL,0,,0,58,13,0,2.4.1,2,1,1,1,1,1,set,1.4.10,1.4.10,0,0,0,0,0,164,22,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,024-17095,147Г,147Г,,,,,636675,2021-12-27T16:53:00,2021-12-28T05:30:00,,,1,,,КАЗАНЬ,МОСКВА-П-КАЗ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,2593245,300864,42,41,es1-048,806Э,806Э,43,96,0,,636542,2021-12-27T16:55:00,2021-12-27T23:28:00,es1-048,0,292,,,НОВОРОССИЙСК,ТАГАНРОГ,LASTA,1,2021-12-28T13:44:45,,,LASTA,40,,0,0,0,0,,3,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,,,,,000-00000,775А,775А,,,,,636525,2021-12-27T17:00:00,2021-12-28T01:03:00,,,1,,,СПБ-ГЛАВНЫЙ,Н.НОВГОРОД-МОСК,,,,,,SAPSAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,076-17426,099Е,099Е,,,,,636692,2021-12-27T17:00:00,2021-12-28T09:25:00,,,1,,,СУРГУТ,ЕКАТЕРИН-ПАС,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,014-16437,083А,083А,,,,,636293,2021-12-27T17:00:00,2021-12-28T09:52:00,,,1,,,СПБ-ВИТЕБСКИЙ,ГОМЕЛЬ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,12831992,9075584,60,36,es2gp-006,716Ч,716Ч,48,89,0,,636575,2021-12-27T17:01:00,2021-12-27T22:52:00,es2gp-006,0,269,,,КУРСК,МОСКВА-П-КУР,LASTA,1,2021-12-28T13:43:08,,,LASTA,40,,0,0,0,0,,2,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,,,,,002-17026,080Ч,080Ч,,,,,636290,2021-12-27T17:03:00,2021-12-27T20:25:00,,,1,,,КАЛИНИНГ-ПАС,СПБ-ГЛАВНЫЙ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,028-16197,108Я,108Я,,,,,636617,2021-12-27T17:05:00,2021-12-27T23:36:00,,,1,,,МОСКВА-П-ЯР,"ВОЛОГДА I",,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,12040345,241594,53,2,es1p-016/es1p-027,744Ч,744Ч,,,,,636536,2021-12-27T17:07:00,2021-12-27T21:24:00,,,1,,,СМОЛЕНСК,МОСКВА-П-СМОЛ,LASTA,,,,,LASTA,,,,,,,,2,,,,,,set,,,,,,,,,,,,,,,,
,397971865,155575399,15,4,es2gp-009,822Я,822Я,14,48,0,,636674,2021-12-27T17:07:00,2021-12-27T22:10:00,es2gp-009,0,188,,,ВАЛДАЙ,СПБ-ГЛАВНЫЙ,LASTA,1,2021-12-28T13:42:52,,,LASTA,40,,0,0,0,0,,3,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,2921168475,2409331935,85,34,es1-026/es1-043,816С,816С,,,,,636592,2021-12-27T17:08:00,2021-12-27T22:48:00,,,1,,,"РОЗА ХУТОР","КРАСНОДАР I",LASTA,,,,,LASTA,,,,,,,,3,,,,,,set,,,,,,,,,,,,,,,,
,,,,,064-16093,066Й,066Й,,,,,636409,2021-12-27T17:08:00,2021-12-28T09:56:00,,,1,,,МОСКВА-П-КАЗ,ТОЛЬЯТТИ,"Incarnet 000",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,088-16001,077Ы,077Ы,,,,,636635,2021-12-27T17:10:00,2021-12-29T17:23:00,,,1,,,АБАКАН,"ПЕРМЬ II","Incarnet 718",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,777А,777А,,,,,636545,2021-12-27T17:10:00,2021-12-27T21:05:00,,,1,,,СПБ-ГЛАВНЫЙ,МОСКВА-П-ОКТ,,,,,,SAPSAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,028С,028С,,,,,636614,2021-12-27T17:10:00,2021-12-28T21:05:00,,,1,,,СИМФЕРОПОЛЬ,МОСКВА-П-КАЗ,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5473009,5067485,10,5,es1-002,832Ж,832Ж,16,18,0,,636735,2021-12-27T17:12:00,2021-12-27T20:34:00,es1-002,0,176,,,"МИНЕРАЛ ВОДЫ",НАЗРАНЬ,LASTA,1,2021-12-28T09:53:04,,,LASTA,40,,0,0,0,0,,2,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,,,,,061-16941,015Ж,015Ж,,,,,636239,2021-12-27T17:13:00,2021-12-28T14:00:00,,,1,,,"ВОЛГОГРАД I",МОСКВА-П-ПАВ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,052-15926,082В,082В,,,,,636292,2021-12-27T17:15:00,2021-12-28T10:35:00,,,1,,,БЕЛГОРОД,СПБ-ГЛАВНЫЙ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,008С,008С,,,,,636200,2021-12-27T17:15:00,2021-12-29T08:00:00,,,1,,,СЕВАСТОПОЛЬ,СПБ-ГЛАВНЫЙ,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,9491434629,6617262709,109,58,062-17277,009Ж,009Ж,73,58,0,192.168.218.173,636203,2021-12-27T17:16:00,2021-12-28T07:22:00,062-17277,230,610,009Ж,"2021-12-28T07:22:00 230
","САРАТОВ I-ПАС",МОСКВА-П-ПАВ,"Incarnet 619",1,2021-12-28T13:44:01,009Ж,1,SPECIAL,0,,0,0,15,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,74,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,064-16531,138Й,138Й,,,,,636586,2021-12-27T17:16:00,2021-12-28T18:25:00,,,1,,,МОСКВА-П-КАЗ,ОРЕНБУРГ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,083Б,083Б,,,,,636294,2021-12-27T17:16:00,2021-12-28T09:47:00,,,1,,,ГОМЕЛЬ,СПБ-ВИТЕБСКИЙ,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,088-16779,255Ы,255Ы,,,,,636694,2021-12-27T17:16:00,2021-12-30T05:52:00,,,1,,,КРАСНОЯРСК,МОСКВА-П-ЯР,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,es1-051,808С,808С,,,0,,636651,2021-12-27T17:19:00,2021-12-28T02:20:00,,,1,,,РОСТОВ-ГЛ,"РОЗА ХУТОР",LASTA,1,2021-12-28T09:46:28,,,LASTA,40,,0,0,0,0,,2,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,,,,,063-14199,297Й,297Й,,,,,636351,2021-12-27T17:19:00,2021-12-28T11:25:00,,,1,,,ДИМИТРОВГРАД,МОСКВА-П-КАЗ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,052-16403,105У,105У,,,,,636699,2021-12-27T17:20:00,2021-12-29T07:19:00,,,1,,,ОРЕНБУРГ,"ДАЧА ДОЛГОР (ЛАДВОКЗАЛ)",,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,922Ч,922Ч,,,,,636633,2021-12-27T17:20:00,2021-12-27T18:35:00,,,1,,,РУСКЕАЛА,СОРТАВАЛА,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,085-16551,007А,007А,,,,,636199,2021-12-27T17:20:00,2021-12-29T07:25:00,,,1,,,СПБ-ГЛАВНЫЙ,СЕВАСТОПОЛЬ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,063-17127,066Э,066Э,,,,,636410,2021-12-27T17:24:00,2021-12-28T10:10:00,,,1,,,ТОЛЬЯТТИ,МОСКВА-П-КАЗ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,092-16672,421И,421И,,,,,636677,2021-12-27T17:26:00,2021-12-28T02:41:00,,,1,,,УЛАН-УДЭ,ИРКУТСК-ПАС,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,603Е,603Е,,,,,636478,2021-12-27T17:28:00,2021-12-28T08:45:00,,,1,,,ЕКАТЕРИН-ПАС,СОЛИКАМСК,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,776А,776А,,,,,636526,2021-12-27T17:30:00,2021-12-27T21:15:00,,,1,,,МОСКВА-П-ОКТ,СПБ-ГЛАВНЫЙ,,,,,,SAPSAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,004Б,004Б,,,,,636192,2021-12-27T17:37:00,2021-12-28T06:54:00,,,1,,,БРЕСТ-ЦЕНТР,МОСКВА-П-СМОЛ,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
